RecNo|Submod|Pos|MaxPar|NotP|Runout|NotR|NomT|NotT|MinMach|NotM|Discard|NotD|Finish|NotF
59879|12.60 inch dia. Disc|R|NS||NS||0.787||NS|098|0.724||NS|
59880|13.58 inch dia. Disc|R|NS||NS||0.985||NS|098|0.882||NS|
59881|13.70 inch dia. Disc|F|NS||NS||1.181||NS|098|1.118||NS|
59882|14.37 inch dia. Disc|F|NS||NS||1.417||NS|098|1.354||NS|
59883|15.15 inch dia. Disc|F|NS||NS||1.417||NS|098|1.354||NS|
59898|10" Rotor|F|.004||.001||.945||NS||.866||NS|
59899|9" Rotor|F|.004||.001||.787||NS||.709||NS|
59922||R|NS||.003||.790||NS||.720||NS|
59923|w/ Performance Brake|F|NS||.003||1.280||NS||1.200||NS|
59924|w/ Standard Brakes|F|NS||.003||1.200||NS||1.100||NS|
59953||R|NS||NS||1.181||1.102||NS||NS|
59954||F|NS||NS||1.339||1.260||NS||NS|
59985|GTS|F|NS||.0024||1.020||NS||.960||NS|
59986||R|NS||.0032||.390||NS||.330||NS|
59987|Ralliart|F|NS||.0024||.940||NS||.880||NS|
59988|ES|F|NS||.0024||1.020||NS||.960||NS|
59989|EVO RS|F|NS||.0024||1.020||NS||.960||NS|
59990|Special Edition|F|NS||.0024||1.020||NS||.960||NS|
59991|EVO MR|F|NS||.0024||1.020||NS||.960||NS|
59992|DE|F|NS||.0024||1.020||NS||.960||NS|
59993|SE|F|NS||.0024||1.020||NS||.960||NS|
59994|EVO GSR|F|NS||.0024||1.020||NS||.960||NS|
60015||F|NS||NS||NS|||098|1.118|||
60016||R|NS||NS||NS|||098|NS|||
60241||F|NS||.002||NS||NS||1.039||NS|
60310|W/ Twin|F|.0006||.0014|106|1.339||1.260||NS||NS|
60311|W/ Twin|R|.0006||.0022|106|.787||.709||NS||NS|
60312|W/ Single|R|.0006||.0022|106|.630||.551||NS||NS|
60313|W/ Four|F|.0006||.0014|106|1.260||1.181||NS||NS|
60519||F|.001||.002||1.270||1.223||1.210||NS|
60520||R|.001||.002||.472||.425||.413||NS|
60586||F|.0006||.0010|012|1.181||1.102||NS||NS|
60587||R|.0006||.0020|012|.551||.492||NS||NS|
60598||R|NS||.0020||NS||NS||.393||NS|
60599||F|NS||.0020||NS||NS||1.122||NS|
60604||F|NS||.002||NS||NS||1.022||NS|
60605||R|NS||.002||NS||NS||.393||NS|
60608||F|.0006||.0014|012|1.102||1.024||NS||NS|
60609||R|.0006||.0020||.630||.551||NS||NS|
60613||R|NS||.002||NS||NS||.314||NS|
60623||R|.0006||.0020||.709||.630||NS||NS|
60640|W/O Code 494/952|R|NS||NS||.945||.866||.843||NS|
60641|W/ Code 952|R|NS||NS||.945||.886||.866||NS|
60642||F|NS||NS||1.260||1.201||1.181||NS|
60643|W/ Code 494|R|NS||NS||.472||.413||.394||NS|
60678||R|.0006||.002||.440||NS||.354||NS|
60679||F|.0006||.002||1.106||NS||1.024||NS|
60707|Base|R|NS||.0020||NS||NS||.685||NS|
60708|Base|F|NS||.0020||NS||NS||1.118||NS|
60709|Bullitt|R|NS||.0020||NS||NS||.685||NS|
60710|Bullitt|F|NS||.0020||NS||NS||1.118||NS|
60711|Shelby|R|NS||.0020||NS||NS||.685||NS|
60712|GT|F|NS||.0020||NS||NS||1.118||NS|
60713|Shelby|F|NS||.0020||NS||NS||1.181||NS|
60714|GT|R|NS||.0020||NS||NS||.685||NS|
60747||F|.001||.002||1.023||.906||.898||NS|
60759|JE5|R|.002||.001||.906||NS||.846||NS|
60760|J56|R|.002||.001||1.102||NS||1.023||NS|
60761|J55|R|.002||.001||.906||NS||.846||NS|
60762|JE5|F|.002||.001||1.181||NS||1.122||NS|
60763|J56|F|.002||.001||1.338||NS||1.259||NS|
60764|J55|F|.002||.001||1.181||NS||1.122||NS|
60779|JE5, JL9|R|.001||.002||1.023||NS||.944||NS|
60780|J56|R|.001||.002||1.102||1.062||1.023||NS|
60781|J56|F|.001||.002||1.259||1.220||1.181||NS|
60782|JE5, JL9|F|.001||.002||1.181||NS||1.122||NS|
60799|JL9|F|.001||.002||1.181||NS||1.126||NS|
60800|J55|R|.001||.002||.787||NS||.728||NS|
60801|JL9|R|.001||.002||.472||NS||.413||NS|
60802|J55|F|.001||.002||1.496||NS||1.417||NS|
60823|W/ J57 Package|R|.008||.003||1.340||NS||1.320||NS|
60824|W/O J57 Package|F|.001||.002||1.260||1.205||1.190||NS|
60825|W/ J57 Package|F|.008||.003||1.420||NS||1.400||NS|
60826|W/O J57 Package|R|.001||.002||1.020||.980||.965||NS|
60840|J41/JM4|F|.001||.002||1.023||.906||.898||NS|
60850|GXP Model|F|.001||.0020||1.260||1.211||1.181||NS|
60995|W/ 1.6L|F|.0008||.0024||.866||.787||NS||NS|
60996|w/ 1.8L|F|.0008||.0016||.945||.866||NS||NS|
61011|Heavy Duty|F|.0006||.0030||1.102||.925||.866|044|NS|
61012|Standard Duty|F|.0006||.0030||.984||.925||.866|044|NS|
61017|6-Cyl|F|.0002||.0012||1.100||NS||1.040||NS|
61018|8-Cyl|F|.0002||.0012||1.181||NS||1.118||NS|
61019||R|.0002||.0012||.510||NS||.450||NS|
61097||F|.002||.002||1.141||NS||1.082||NS|
61104|JH5/JH7|R|.001||.005||1.181||1.142||1.122||NS|
61105|JH5|F|.001||.005||1.142||1.102||1.083||NS|
61366|JD9|F|.0004||.001||1.181||1.102||1.082||NS|
61367|JD9|R|.0004||.010||.787||.728||.709||NS|
61596||F|.001||.002||1.023||.925||.906||NS|
61597||R|.001||.002||.465||.413||.394||NS|
61600||R|.0010||.0020||.551||.472||.465||NS|
61601||F|.0010||.0020||1.023||.906||.898||NS|
61608||F|.0010||.0020||1.023||.925||.906||NS|
61609||R|.0010||.0020||.465||.413||.394||NS|
61679|12.76 inch dia. Disc|R|NS||NS||0.822||NS|098|0.803||NS|
61680|11.50 inch dia. Disc|F|NS||NS||0.866||NS|098|0.803||NS|
61681|13.31 inch dia. Disc|F|NS||NS||1.024||NS|098|0.961||NS|
61682|13.78 inch dia. Disc|R|NS||NS||0.945||NS|098|0.882||NS|
61684|13.23 inch dia. Disc|R|NS||NS||0.866||NS|098|0.803||NS|
61685|12.99 inch dia. Disc|F|NS||NS||0.954||NS|098|0.882||NS|
61692|14.17 inch dia. Disc|F|NS||NS||1.181||NS|098|1.118||NS|
61694|11.65 inch dia. Disc|R|NS||NS||0.394|||098|0.331|||
61695|11.81 inch dia. Disc|R|NS||NS||0.787||NS|098|0.724||NS|
61712|11.81 inch dia. Disc|F|NS||NS||0.954||NS|098|0.882||NS|
61994|CII 41|R|NS||NS||.472||NS||.393||NS|
62045|13.00 inch dia. Disc|F|NS||NS||0.954||NS|098|0.882||NS|
62075||F|.0006||.0016|012|1.024||.945||NS||NS|
62076||R|.0006||.0020|012|.354||.315||NS||NS|
62137||R|.0008||.0028|012|.631||.551||NS||NS|
62138||F|.0008||.0014|012|1.024||.945||NS||NS|
62150|12.21 inch dia. Disc|F|NS||NS||0.945||NS|098|0.882||NS|
62151|13.58 inch dia. Disc|R|NS||NS||0.945||NS|098|0.882||NS|
62153|12.76 inch dia. Disc|F|NS||NS||1.181||NS|098|1.118||NS|
62170|13.70 inch dia. Disc|F|NS||NS||1.417||NS|098|1.354||NS|
62174|13.07 inch dia Disc|F|NS||NS||1.181||NS|098|1.118||NS|
62175|12.80 inch dia Disc|F|NS||NS||0.984||NS|098|0.921||NS|
62176|12.60 inch dia. Disc|R|NS||NS||0.866||NS|098|0.803||NS|
62203|13.70 inch dia. Disc|F|NS||NS||1.417||NS|047|1.354||NS|
62204|12.76 inch dia. Disc|F|NS||NS||1.417||NS|098|1.354||NS|
62271|Sport|F|.0006||.0016||.830||NS||.750||NS|
62302||R|.0006||.0016||.440||NS||.350||NS|
62303||F|.0006||.0016||1.110||NS||1.020||NS|
62319||F|NS||NS||1.181||1.102||1.078||NS|
62320|Black Series W/ P98|F|NS||NS||1.417||1.318||1.299||NS|
62321|Black Series|F|NS||NS||1.259||1.200||1.181||NS|
62377||R|NS||NS||1.024||.945||.921||NS|
62401||R|.001||.002||.433||.368||.354||NS|
62402||F|.001||.002||1.181||1.142||1.126||NS|
62697||F|NS||.002||NS||NS||.944||NS|
62709||F|.0002||.0016||1.020||NS||.960||NS|
62710||R|.0004||.0012||.390||NS||.315||NS|
62736||F|.0002||.0012||1.100||NS||1.024||NS|
62739||R|NS||NS||NS||NS||.724||NS|
62740||F|.0002||.0012||1.100||NS||1.020||NS|
62770||F|NS||.0030||NS||.937||.905||NS|
62772||R|NS||.0016||NS||.386||.354||NS|
62774|W/ 15" Disc|F|NS||.0030||NS||.937||.905||NS|
62813||R|NS||.0015||NS||.385||.354||NS|
62824|2.5I & Outback|F|NS||.0020||.945||NS||.866||NS|
62882|17"|F|.0006||.0031||1.181||NS||1.082||NS|
62883|15"|R|.0006||.0031||.472||.413||.393||NS|
62884|16"|F|.0006||.0031||1.102||1.043||.984||NS|
62886|16"|R|.0006||.0031||.787||.728||.708||NS|
62892||R|.0010||.0020||.787||NS||.728||NS|
62893||F|.0010||.0020||1.140||NS||1.080||NS|
62898||F|.0010||.0020||NS||NS||1.079||NS|
62899||R|.0010||.0020||NS||NS||.724||NS|
63106||F|.0006||.0014|106|1.102||1.024||NS||NS|
63107||R|.0006||.0022|106|.631||.551||NS||NS|
63110|W/ Single|F|.0006||.0014|106|1.260||1.181||NS||NS|
63111|Single front, 2 rear|R|.0006||.0022|106|.630||.551||NS||NS|
63112|Single front, rear|R|.0006||.0022|106|.630||.591||NS||NS|
63114|W/ Twin|F|.0006||.0014|106|1.102||1.024||NS||NS|
63129||F|.0006||.001|012|1.181||1.102||NS||NS|
63152||R|.0006||.002||NS||.390||.354||NS|
63153||F|.0006||.002||NS||.937||.910||NS|
63157||F|.0006||.0016||NS||.910|||044|NS|
63172||R|.0006||.0055||NS||.314|||044|NS|
63192||F|.0006||.002||NS||.870|||044|NS|
63193||R|.0006||.002||NS||.630|||044|NS|
63220||F|NS||.002||NS||.944|||044|NS|
63313|w/ 9.29in disc|F|.004||.0010||.787||NS||.709||NS|
63314|w/ 10.08in disc|F|.004||.0010||.945||NS||.866||NS|
63315||F|NS||NS||.866||||.803||NS|
63316||R|NS||NS||.394||||.331||NS|
63351|W/O Ceramic Disc|F|.0006||.003|215|1.102||1.047||1.024|||
63352|W/ Ceramic Disc|R|NS||.003|215|1.102||NS||NS||216|
63353|W/ Ceramic Disc|F|NS||.003|215|1.339||NS||NS||216|
63354|W/O Ceramic Disc|R|.0006||.003|215|.945||.890||.866|||
63451||F|.0003||.0035||1.181||NS||1.102||NS|
63453||F|.0003||.0035||1.259||NS||1.181||NS|
63501||F|.0006||.002||1.102||NS||1.024||NS|
63502||R|.0006||.002||.709||NS||.630||NS|
63511|C41 17" Diameter|R|NS||NS||.866||NS||.787||NS|
63512|C38 16" Diameter|R|NS||NS||.472||NS||.393||NS|
63513|FNR-G|F|NS||NS||1.181||NS||1.063||NS|
63564|J41 / JM4|F|.001||.002||.933||.896||.870||NS|
63565|JL9 With LNF|F|.001||.002||1.023||.952||.945||NS|
63566|JL9 With LNF|R|.001||.002||.783||.717||.709||NS|
63567|JL9 Without  LNF|R|.001||.002||.551||.472||.465||NS|
63568|JL9 Without  LNF|F|.001||.002||1.023||.906||.898||NS|
63608||R|.0006||.0022|012|.630||.551||NS||NS|
63636||R|NS||.002||NS||NS||.722||NS|
63637||F|NS||.002||NS||NS||1.122||NS|
63738||F|.001||.002||1.142||NS||1.083||NS|
63739||R|.001||.002||.787||NS||.724||NS|
63744||R|.0010||.0020||.787||NS||.724||NS|
63745||F|.0010||.0020||1.142||NS||1.083||NS|
63808|W/O Ceramic Disc|R|.0006||.003|215|1.102||1.047||1.024|||
63846|Four Piston|F|.0006||.0014|012|1.260||1.181||NS||NS|
63847|Twin Piston|R|.0006||.0022|012|.787||.709||NS||NS|
63848|Twin Piston|F|.0006||.0014|012|1.102||1.024||NS||NS|
63849|Single Piston|R|.0006||.0022|012|.630||.551||NS||NS|
63887||F|NS||.001||NS||NS||1.039|||
63922||R|.0004||.002||.470||NS||.410||NS|
64087|W/ Wishbone Susp|R|NS||.0059||.394||NS||.334||NS|
64088|W/Torsion Beam 1.8L|R|NS||.0059||.354||NS||.295||NS|
64089|W/ 1.8L|F|NS||.0020||.866||NS||.748||NS|
64090|W/ 2.4L|F|NS||.0020||1.102||NS||.984||NS|
64091|W/Torsion Beam 2.4L|R|NS||.0059||.393||NS||.335||NS|
64117||F|NS||.002||1.102||NS||.984||NS|
64127|W/ Code U29|R|NS||NS||.866||.787||.764||NS|
64128|Bluetec W/ Code U29|R|NS||NS||.866||.787||.764||NS|
64129|Bluetec W/O Code U29|R|NS||NS||.551||.472||.448||NS|
64131|Bluetec|F|NS||NS||1.259||1.181||1.157||NS|
64143|Non Vented|F|NS||.0003||.629||NS||.511||NS|
64145|Vented|F|NS||.0005||1.181||NS||1.063||NS|
64154||F|.0004||.0030||1.024||NS||.964||NS|
64172|W/ V-8|R|.001||.002||1.102||NS||1.023||NS|
64173|W/ V-6|F|.001||.002||1.181||NS||1.063||NS|
64174|W/ V-6|R|.001||.002||.906||NS||.846||NS|
64175|W/ V-8|F|.001||.002||1.259||NS||1.181||NS|
64188||F|.0006||.0014|012|.945||.866||NS||NS|
64192||R|NS||.0019||.394||NS||.330||NS|
64193||F|.0002||.0009||1.023||NS||.960||NS|
64204||F|.0004||.002|064|1.107||NS||1.040||NS|
64205||R|.0004||.002|064|.482||NS||.409||NS|
64210||F|.0003||.0016||1.181||1.102|||044|NS|
64211|W/ 17" Disc Solid|R|.0003||NS||.433||NS||.354||NS|
64212|W/ 17" Vented|R|.0003||NS||.866||NS||.787||NS|
64213|W/ 16" Disc|R|.0003||.002||.472||NS||.394||NS|
64332|W/ RPO 1KE,2EL,1KF|R|NS||NS||.866||NS||.787||NS|
64333|W/ 1LB,1LC,1LE,1LP|F|NS||NS||1.181||NS||1.102||NS|
64334|1LJ before 6/20/2011|F|NS||NS||1.161||NS||1.083||NS|
64335|W/ W/ RPO 1LV|F|NS||NS||1.417||NS||1.339||NS|
64336|1LJ after 6/20/2011|F|NS||NS||1.181||NS||1.102||NS|
64337|W/ RPO 1LA,1ZB,1ZT|F|NS||NS||1.181||NS||1.102||NS|
64338|W/ RPO 1KW, 2EK|R|NS||NS||.472||NS||.394||NS|
64353|15.11 inch dia. Disc|F|NS||NS||1.181||NS|098|1.118||NS|
64354|11.81 inch dia. Disc|F|NS||NS||.945||NS|098|.882||NS|
64355|12.75 inch dia. Disc|R|NS||NS||.787||NS|098|.724||NS|
64356|11.81 inch dia. Disc|R|NS||NS||.787||NS|098|.724||NS|
64357|12.99 inch dia. Disc|F|NS||NS||.945||NS|098|.882||NS|
64366|C38 15" Diameter|R|NS||NS||.354||NS||.275||NS|
64432||F|NS||.0019||1.102||NS||.984||NS|
64445|W/ Code 950/952|F|NS||NS||1.259||1.200||1.181||NS|
64447|W/O Code 950/952|F|NS||NS||1.259||1.181||1.157||NS|
64451||R|NS||NS||.472||.413||.394||NS|
64460|4 Matic|R|NS||NS||.945||.866||.843||NS|
64462|4 Matic|F|NS||NS||1.259||1.200||1.181||NS|
64487|Base|R|.0002||.0013||.510||NS||.448||NS|
64488|Brembo Brake|R|.0002||.0013||.787||NS||.708||NS|
64489|Base|F|.0002||.0013||1.102||NS||1.039||NS|
64490|Brembo Brake|F|.0002||.0013||1.102||NS||1.023||NS|
64581||R|.0006||.002|012|.551||.472||NS||NS|
64582||F|NS||.0020|199|.984||NS||.866||NS|
64583||R|NS||.0059|199|.354||NS||.295||NS|
64584||F|NS||.0020||1.260||NS||1.141||NS|
64597||F|NS||.0019||1.260||NS||1.141||NS|
64628|W/ 2.0L|F|.0002||.0016||1.023||NS||.945||NS|
64630|W/ 2.4L|F|.0002||.0016||1.102||NS||1.039||NS|
64643||F|NS||.0020||.944||NS||.866||NS|
64657||F|.001||.002||1.140||1.090||1.080||NS|
64658||R|.001||.002||.790||.730||.720||NS|
64668||R|.001||.002||.790||.730||.724||NS|
64673||R|.003||.002||.905||NS||.827|||
64674||F|.002||.002||1.181||NS||1.070|||
64675||R|.001||.002||.472||||.413||NS|
64676|W/ V6|F|.001||.002||1.181||||1.126||NS|
64677|W/ V8|F|.001||.002||1.181||||1.126||NS|
64745||R|.001||.002||NS||NS||.720||NS|
64746||F|.001||.002||NS||NS||1.060||NS|
64755|W/ Vin L|F|.001||.002||NS||NS||1.063||NS|
64757|W/ Vin C|F|.001||.002||NS||NS||1.079||NS|
64797|W/ RPO J55|F|.002||.001||1.181||NS||1.122||NS|
64798|W/ RPO JE5|F|.002||.001||1.181||NS||1.122||NS|
64799|W/ RPO J55|R|.002||.001||.906||NS||.846||NS|
64800|W/ RPO J56|F|.002||.001||1.338||NS||1.259||NS|
64801|W/ RPO JE5|R|.002||.001||.906||NS||.846||NS|
64802|W/ RPO J56|R|.002||.001||1.102||NS||1.023||NS|
64939|||.0006||.0016||.830||NS||.748|044|NS|
64942||F|NS||.0019||.984||NS||.866||NS|
64948|Type B|F|NS||.0059||1.260||NS||1.181||NS|
64949|Type A|F|NS||.0019||1.102||NS||.984||NS|
64951|Type B|F|NS||.0059||1.181||NS||1.102||NS|
64953|Type A|F|NS||.0019||1.181||NS||1.062||NS|
64954||F|NS||.0020||1.102||NS||.984||NS|
64962|10 Inch Rotor|F|NS||.0020||.984||NS||.866||NS|
64964|11 Inch Rotor|F|NS||.0020||1.102||NS||.984||NS|
64980||F|NS||.0020|199|.866||NS||.748||NS|
64986||R|NS||.002||NS||NS||.433||NS|
65015||F|.001||.002||NS||NS||1.062|||
65016||R|.001||.002||NS||NS||.846|||
65037|JM4|F|.001||.002||1.023||.906||.898||NS|
65053|W/ 18" Premium Brake|R|.0004||.0014||.861|162|NS||.807|044|NS|
65054|W/ 18" Premium Brake|F|.0004||.0014||1.097|114|NS||1.040|044|NS|
65055|W/ 17" Base Brake|R|.0004||.0014||.386|161|NS||.335|044|NS|
65056|W/ 17" Base Brake|F|.0004||.0014||1.097|114|NS||1.040|044|NS|
65093|17" Base Brakes|F|.0004||.0014||1.097|114|NS||1.040|044|NS|
65094|17" Base Brakes|R|.0004||.0014||.386|161|NS||.335|044|NS|
65095|Police Pkg|F|.0004||.0014||1.097|114|NS||1.040|044|NS|
65096|18" Premium Brakes|F|.0004||.0014||1.097|114|NS||1.040|044|NS|
65097|18" Premium Brakes|R|.0004||.0014||.861|162|NS||.807|044|NS|
65098|Police Pkg|R|.0003||.0010||1.019|189|NS||.965|044|NS|
65099|SRT8|F|.0016||.0012||1.256|163|NS||1.181|044|NS|
65100|SRT8|R|.0016||.0012||1.098|115|NS||1.024|044|NS|
65133||R|.0004||.0008||NS||.409|||044|NS|
65134||F|.0004||.0008||NS||1.049|||044|NS|
65185||R|.0006||.0020|012|.630||.551||NS||NS|
65199|4 Piston|F|.0006||.0014|012|1.260||1.181||NS||NS|
65200|1 Piston|R|.0006||.0022|012|.630||.551||NS||NS|
65201|2 Piston|R|.0006||.0022|012|.787||.709||NS||NS|
65202|2 Piston|F|.0006||.0014|012|1.339||1.260||NS||NS|
65217|2 Piston|F|.0006||.0014|012|1.102||1.024||NS||NS|
65247||R|NS||.002||NS||NS||.394||NS|
65248|W/ Outbord Vented|F|NS||.002||NS||NS||1.023||NS|
65249|W/O Outbord Vented|F|NS||.002||NS||NS||1.122||NS|
65324||R|NS||.0020||NS||NS||.787||NS|
65325||F|NS||.0020||NS||NS||1.259||NS|
65352|w/ Performance Brake|F|NS||.004||1.280||NS||1.180||NS|
65354|w/ Standard Brakes|F|NS||.004||1.180||NS||1.140||NS|
65355||R|NS||NS||NS||NS||NS||NS|
65356||F|NS||NS||NS||NS||NS||NS|
65374|caliper PR-No 1ZP|F|NS||NS||.984||||.827|||
65375|caliper PR-No 1ZA|F|NS||NS||.984||||.827|||
65376|caliper PR-No 1KE|R|NS||NS||.472||||.354|||
65377|caliper PR-No 1KU|R|NS||NS||.472||||.354|||
65378|caliper PR-No 1ZM|F|NS||NS||.984||||.827|||
65379|caliper PR-No 1ZF|F|NS||NS||.866||||.748|||
65380|caliper PR-No 1ZE|F|NS||NS||.984||||.827|||
65381|caliper PR-No 1KF|R|NS||NS||.472||||.354|||
65382|caliper PR-No 1KD|R|NS||NS||.394||||.276|||
65383|caliper PR-No 1LJ|F|NS||NS||.984||||.827|||
65384|caliper PR-No 1KJ|R|NS||NS||.472||||.354|||
65385|caliper PR-No 1KZ|R|NS||NS||.472||||.354|||
65386|caliper PR-No 1ZD|F|NS||NS||.984||||.827|||
65387|caliper PR-No 1ZC|F|NS||NS||.984||||.827|||
65388|caliper PR-No 1KQ|R|NS||NS||.394||||.315|||
65404|caliper PR-No 1KW|R|NS||NS||.472||||.394|||
65405|caliper PR-No GP2|R|NS||NS||.866||||.787|||
65406|caliper PR-No 1LB|F|NS||NS||1.18||||1.10|||
65407|caliper PR-No GP1|R|NS||NS||.866||||.787|||
65408|caliper PR-No 1LJ|F|NS||NS||1.18||||1.10|||
65409|caliper PR-No 1KZ|R|NS||NS||.866||||.787|||
65410|caliper PR-No 1KE|R|NS||NS||.866||||.787|||
65411|caliper PR-No 1LM|F|NS||NS||1.34||||1.26|||
65412|caliper PR-No GP0|R|NS||NS||.866||||.787|||
65413|caliper PR-No 1LD|F|NS||NS||1.18||||1.10|||
65414|caliper PR-No 2EH|R|NS||NS||.472||||.394|||
65415|caliper PR-No 1LT|F|NS||NS||.984||||.906|||
65416|caliper PR-No 1LY|F|NS||NS||.984||||.906|||
65417|caliper PR-No 1ZT|F|NS||NS||1.18||||1.10|||
65418|caliper PR-No 1KP|R|NS||NS||.866||||.787|||
65419|caliper PR-No 1LA|F|NS||NS||1.18||||1.10|||
65420|caliper PR-No 2ED|R|NS||NS||.866||||.787|||
65435|caliper PR-No 1LM|F|NS||NS||1.339||||1.26|||
65464|caliper PR-No 2ED|R|NS||NS||.472||||.394|||
65465|caliper PR-No 1KW|R|NS||NS||.866||||.787|||
65466|caliper PR-No 1LG|F|NS||NS||1.18||||1.10|||
65467|caliper PR-No 1KD|R|NS||NS||.472||||.394|||
65469|caliper PR-No 2EE|R|NS||NS||.866||||.787|||
65470|caliper PR-No 1LN|F|NS||NS||1.57|||||||
65471|caliper PR-No 1LM|F|NS||NS||1.41||||1.22|||
65472|caliper PR-No 1ZL|F|NS||NS||1.18||||1.10|||
65474|caliper PR-No 1KK|R|NS||NS||1.10|||||||
65475|caliper PR-No 1JL|F|NS||NS||1.41||||1.22|||
65476|caliper PR-No 1LH|F|NS||NS||1.18||||1.10|||
65477|caliper PR-No 1KJ|R|NS||NS||1.10||||1.02|||
65493|caliper PR-No 1KU|R|NS||NS||1.10|||||||
65495|caliper PR-No 1LK|F|NS||NS||1.42||||1.34|||
65497|caliper PR-No 1LW|F|NS||NS||1.50|||||||
65500|caliper PR-No 1KY|R|NS||NS||.866||||.787|||
65501|caliper PR-No 1LL|F|NS||NS||1.34||||1.26|||
65502|caliper PR-No 1LJ|F|NS||NS||1.42||||1.34|||
65550|caliper PR-No 1LW|F|NS||NS||1.496|||||200||
65582|caliper PR-No 1JL|F|NS||NS||.984||||.827|||
65583|caliper PR-No 1LL|F|NS||NS||.984||||.827|||
65584|caliper PR-No 2EF|R|NS||NS||.866||||.748|||
65586|caliper PR-No 2EG|R|NS||NS||.866||||.748|||
65587|caliper PR-No 2EE|R|NS||NS||.472||||.354|||
65588|caliper PR-No 1LK|F|NS||NS||1.18||||1.06|||
65589|caliper PR-No 1LN|F|NS||NS||1.18||||1.06|||
65590|caliper PR-No 2EA|R|NS||NS||.866||||.748|||
65591|caliper PR-No 1LM|F|NS||NS||1.18||||1.06|||
65644||R|.0004||.004||.393||NS||.315||NS|
65765||R|.0006||.002|012|.551||.492||NS||NS|
65964|K20Z3 (W/ Si)|F|.0006||.0016||.990||NS||.310||NS|
65965|R18A1 (W/ Si)|F|.0006||.0016||.990||NS||.910||NS|
65966|Hybrid|R|.0006||.0016||.360||NS||.310||NS|
65971|Hybrid-L|F|.0006||.0016||.830||NS||.750||NS|
65973|R18A4|F|.0006||.0016||.910||NS||.830||NS|
66041||F|.0006||.0016||.830||NS||.750||NS|
66055||R|.0004||.0020||.390||NS||.310||NS|
66056||F|.0004||.0020||1.100||NS||1.040||NS|
66059|3.3L|F|.0002||.002||1.100||NS||1.040||NS|
66061|2.4L|F|.0002||.002||1.024||NS||.961||NS|
66074||F|.0004||.0012||1.100||NS||1.040||NS|
66075||R|.0001||.0012||.470||NS||.410||NS|
66078|Standard|R|.0005||.005||.344||.285|||044|NS|
66079|Performance|R|.0005||.005||.483||.404|||044|NS|
66080|Performance|F|.0004||.005||1.106||1.039|||044|NS|
66081|Standard|F|.0004||.005||.902||.843|||044|NS|
66136|16" Rotor|R|.0006||.0016||.386|165|.331|||044|NS|
66138|14" Rotor|R|.0006||.0024||.386|165|.331|||044|NS|
66151|14" Rotor|R|.0006||.0024|106|.386|165|.331|||044|NS|
66152|16" Rotor|R|.0006||.0016|106|.386|165|.331|||044|NS|
66153|16" Rotor|F|.0002||.004|106|1.020|164|.961|||044|NS|
66154|15" Rotor|F|.0002||.004|106|1.020|164|.961|||044|NS|
66175||R|.0005||.0008||NS||NS||.409||NS|
66176||F|.0005||.0008||NS||NS||1.049||NS|
66185||F|.0006||.002||1.100||NS||1.039||NS|
66186||R|.0006||.002||0.86||NS||.803||NS|
66207|W/ RPO|R|.0004||.0009||1.339||NS||1.27||NS|
66208||F|.0006||.0009||1.535||NS||1.47||NS|
66226|W/ DRW|R|.0004||.0009||1.339||NS||1.27||NS|
66227|W/ SRW|R|.0004||.0009||1.339||NS||1.27||NS|
66276||R|NS||NS||NS||NS||.708||NS|
66277||F|NS||NS||NS||NS||.964||NS|
66286||F|NS||NS||NS||NS||1.433||NS|
66287||R|NS||NS||NS||NS||1.276||NS|
66338||F|NS||NS||NS||NS||1.472||NS|
66339||R|NS||NS||NS||NS||1.472||NS|
66360||F|NS||.002||NS||NS||.866||NS|
66362||R|.0004||.008||NS||.492|||044|NS|
66363||F|.0004||.002||NS||1.122|||044|NS|
66377|North Edition|F|.0004||.002||NS||1.122|||044|NS|
66378|S Limited|F|.0004||.002||NS||1.122|||044|NS|
66379|SRT8|F|.0004||.001||NS||NS|||044|NS|
66380|SRT8|R|.0004||.002||NS||NS|||044|NS|
66381|Limited|R|.0004||.0008||NS||.492|||044|NS|
66382|Laredo|R|.0004||.0008||NS||.492|||044|NS|
66383|Laredo|F|.0004||.002||NS||1.122|||044|NS|
66384|S Limited|R|.0004||.0008||NS||.492|||044|NS|
66385|Limited|F|.0004||.002||NS||1.122|||044|NS|
66386|North Edition|R|.0004||.0008||NS||.492|||044|NS|
66501|Evolution|F|NS||.0024||1.260||NS||1.181||NS|
66502|SE|R|NS||.0032||.390||NS||.330||NS|
66505|EVO MR TOURING|F|NS||.0024||1.020||NS||.960||NS|
66507|GTS Sportback|F|NS||.0024||1.020||NS||.960||NS|
66508|GTS Sportback|R|NS||.0032||.390||NS||.330||NS|
66511|Ralliart|R|NS||.0032||.390||NS||.330||NS|
66516|Evolution|R|NS||.0032||.870||NS||.790||NS|
66518|Ralliart Sportback|R|NS||.0032||.390||NS||.330||NS|
66696||F|NS||.0019||1.259||NS||1.141||NS|
66715||F|NS||.0020|199|1.102||NS||1.024||NS|
66716||R|NS||.0059|199|.394||NS||.354||NS|
66730|Type B|F|NS||.0020||1.181||NS||1.102|788|NS|
66731|Type A|F|NS||.0020||1.181||NS||1.063|787|NS|
66733|Type A|F|NS||.002||1.181||NS||1.063||NS|
66734|Type B|F|NS||.002||1.181||NS||1.102||NS|
